Business ID,Name,Category,Description,Average Rating,Special Deal,Latitude,Longitude,Distance (km)
697dbf9e66902be04a0dbb94,Chipotle Mexican Grill,food,"Casual restaurant offering Mexican fare, including design-your-own burritos, tacos & bowls.",0.00,None,40.152840,-105.111040,0.00
